placeDcid,placeName,Date:Count_Person_Employed,Value:Count_Person_Employed,Source:Count_Person_Employed
wikidataId/Q165956,North West,2012-03,788140.1526,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2012-06,795700.4794,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2012-09,838453.602,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2012-12,846809.9572,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2013-03,827792.671,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2013-06,845062.8826,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2013-09,851418.864,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2013-12,868785.1131,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2014-03,869998.284,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2014-06,879063.1927,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2014-09,920501.2146,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2014-12,948000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2015-03,912000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2015-06,940000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2015-09,921000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2015-12,969000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2016-03,924000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2016-06,915000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2016-09,900000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2016-12,959000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2017-03,976000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2017-06,978000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2017-09,983000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2017-12,999000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2018-03,992000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2018-06,977000,https://southafrica.opendataforafrica.org/
wikidataId/Q165956,North West,2018-09,979000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2008-03,2524966.036,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2008-06,2560405.686,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2008-09,2541436.097,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2008-12,2583736.187,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2009-03,2489616.843,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2009-06,2429611.057,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2009-09,2432836.467,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2009-12,2386273.243,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2010-03,2385409.387,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2010-06,2332248.122,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2010-09,2295680.039,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2010-12,2347613.913,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2011-03,2337092.38,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2011-06,2399164.258,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2011-09,2416538.533,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2011-12,2472817.9,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2012-03,2423054.011,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2012-06,2429331.413,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2012-09,2441160.398,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2012-12,2399099.607,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2013-03,2424112.185,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2013-06,2439592.288,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2013-09,2569168.281,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2013-12,2527136.535,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2014-03,2527047.367,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2014-06,2480494.703,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2014-09,2419103.427,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2014-12,2520000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2015-03,2546000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2015-06,2556000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2015-09,2573000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2015-12,2529000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2016-03,2515000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2016-06,2479000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2016-09,2496000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2016-12,2541000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2017-03,2555000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2017-06,2583000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2017-09,2536000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2017-12,2513000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2018-03,2617000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2018-06,2620000,https://southafrica.opendataforafrica.org/
wikidataId/Q81725,KwaZulu-Natal,2018-09,2635000,https://southafrica.opendataforafrica.org/
